X1_TUOI_HOC_VIEN,X2_GIOI_TINH,X14_DOI_TUONG_HOC,X15_NGANH_HOC,KHAC_NGANH_YN,MA_KHOI_NGANH_DA_TOT_NGHIEP,Y4_DIEM_TRUNG_BINH_TICH_LUY,Y3_TRANG_THAI_HOC_VIEN
25,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOI_NGANH_CHUA_BIET,6,1
28,0,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KINH_TE,8.67,1
23,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,8.33,1
23,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_CHUA_BIET,7.6,1
23,0,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,8,1
30,1,TRUNG_CAP_CUNG_NGANH,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,6.83,1
26,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,8,1
29,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KINH_TE,4.88,1
27,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,6.57,1
28,0,TRUNG_CAP_KHAC_NGANH,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,3.29,1
23,1,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,6.78,1
35,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KINH_TE,8.67,1
33,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,8,1
28,1,TRUNG_CAP_KHAC_NGANH,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,4.67,1
26,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_CHUA_BIET,8.29,1
23,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,5.57,1
24,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,4.14,1
38,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,9.29,1
28,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,8.29,1
33,1,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,Y,KHOI_NGANH_THPT,8.5,1
24,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KHOA_HOC_TU_NHIEN,5.89,1
28,0,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,Y,KHOI_NGANH_THPT,6.67,1
23,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,8,1
29,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,3.14,1
27,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7.71,1
33,0,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KINH_TE,4.67,1
26,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,NGOAI_NGU,2.92,1
28,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,7.22,1
25,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOI_NGANH_CHUA_BIET,7.43,1
27,1,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KHOA_HOC_TU_NHIEN,6.67,1
27,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,6.86,1
22,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7.86,1
31,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_CHUA_BIET,7.17,1
26,1,DIPLOMA,QUAN_TRI_KINH_DOANH,Y,KHOI_NGANH_THPT,6.83,1
22,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,7,1
30,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,4.89,1
26,1,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,6.44,1
31,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,8.44,1
23,0,TRUNG_CAP_CUNG_NGANH,QUAN_TRI_KINH_DOANH,N,KINH_TE,7.11,1
40,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,NGOAI_NGU,8.5,1
25,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7.43,1
21,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,8.4,1
28,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,8.67,1
24,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_XA_HOI_NHAN_VAN,5.4,1
29,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7.14,1
32,0,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,8.57,1
26,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOI_NGANH_CHUA_BIET,7.86,1
27,0,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KINH_TE,8.14,1
26,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,8.71,1
23,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,5.86,1
24,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,3.89,1
22,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOI_NGANH_CHUA_BIET,8,1
26,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,8,1
30,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KINH_TE,7.17,1
42,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOI_NGANH_CHUA_BIET,7.83,1
24,0,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,7.8,1
23,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,7.89,1
23,0,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KINH_TE,8,1
25,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7.43,1
32,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,5.1,1
25,0,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,N,KINH_TE,6.2,1
22,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,6.29,1
28,0,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,Y,KHOI_NGANH_THPT,8,1
28,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,7.25,1
24,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,6.43,1
24,0,CAO_DANG,KE_TOAN,N,KINH_TE,8,1
31,0,VAN_BANG_HAI,KE_TOAN,N,KHOA_HOC_TU_NHIEN,9.25,1
30,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,7.45,1
26,0,VAN_BANG_HAI,KE_TOAN,N,KHOA_HOC_TU_NHIEN,7.6,1
28,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KINH_TE,6.42,1
34,1,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,6,1
27,1,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_THPT,3.67,1
32,0,VAN_BANG_HAI,TAI_CHINH_NGAN_HANG,Y,KINH_TE,9.25,1
23,1,TRUNG_HOC_PHO_THONG,TIN_HOC_UNG_DUNG,N,KHOI_NGANH_THPT,1.33,1
29,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,7.14,1
21,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,5,1
30,0,CAO_DANG,KE_TOAN,N,KHOA_HOC_TU_NHIEN,8.8,1
24,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,6.57,1
30,1,TRUNG_HOC_PHO_THONG,TIN_HOC_UNG_DUNG,N,KHOI_NGANH_THPT,5.17,1
31,1,CAO_DANG,KE_TOAN,Y,KHOA_HOC_TU_NHIEN,8.4,1
27,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_XA_HOI_NHAN_VAN,6,1
27,0,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_THPT,4.33,1
25,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,5.8,1
28,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,6.2,1
30,1,TRUNG_HOC_PHO_THONG,TAI_CHINH_NGAN_HANG,N,KHOI_NGANH_THPT,4.5,1
24,0,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,5.6,1
22,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,7.6,1
23,0,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KINH_TE,6.25,1
31,1,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_THPT,4,1
28,0,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_XA_HOI_NHAN_VAN,6.42,1
30,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7.73,1
23,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,5.55,1
30,0,CAO_DANG,KE_TOAN,Y,KHOA_HOC_TU_NHIEN,8.2,1
25,1,TRUNG_CAP_CUNG_NGANH,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,4.33,1
26,0,VAN_BANG_HAI,KE_TOAN,Y,NGOAI_NGU,8.63,1
26,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,4.45,1
26,0,VAN_BANG_HAI,KE_TOAN,N,NGOAI_NGU,9,1
29,0,CAO_DANG,KE_TOAN,Y,KHOA_HOC_TU_NHIEN,7,1
27,0,VAN_BANG_HAI,KE_TOAN,Y,KINH_TE,9.5,1
30,1,CAO_DANG,KE_TOAN,Y,KINH_TE,9,1
32,1,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_THPT,2.67,1
27,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,7,1
29,0,VAN_BANG_HAI,KE_TOAN,N,KHOA_HOC_TU_NHIEN,9,1
26,1,VAN_BANG_HAI,TAI_CHINH_NGAN_HANG,N,KHOA_HOC_TU_NHIEN,8.8,1
27,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,4.85,1
27,1,TRUNG_HOC_PHO_THONG,TAI_CHINH_NGAN_HANG,N,KHOI_NGANH_THPT,5.5,1
25,0,VAN_BANG_HAI,TAI_CHINH_NGAN_HANG,N,KHOA_HOC_XA_HOI_NHAN_VAN,7.8,1
29,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,7.09,1
28,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,6.2,1
26,1,VAN_BANG_HAI,KE_TOAN,Y,KHOA_HOC_TU_NHIEN,3.8,1
28,1,VAN_BANG_HAI,TAI_CHINH_NGAN_HANG,N,KINH_TE,6.25,1
26,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,6.82,1
24,1,CAO_DANG,KE_TOAN,N,KHOA_HOC_TU_NHIEN,7.8,1
29,1,VAN_BANG_HAI,TAI_CHINH_NGAN_HANG,Y,KHOA_HOC_TU_NHIEN,9.2,1
23,0,VAN_BANG_HAI,TAI_CHINH_NGAN_HANG,N,NGOAI_NGU,5.25,1
29,0,CAO_DANG,KE_TOAN,N,NGOAI_NGU,7.25,1
32,0,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,3.83,1
27,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,7.4,1
27,1,CAO_DANG,KE_TOAN,N,KHOA_HOC_TU_NHIEN,8.6,1
26,1,TRUNG_CAP_CUNG_NGANH,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,8.33,1
23,1,TRUNG_CAP_KHAC_NGANH,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,5.79,1
31,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,4,1
24,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,5.56,1
27,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,5.82,1
28,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,8.11,1
27,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,8.56,1
33,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOI_NGANH_CHUA_BIET,6.29,1
39,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,Y,KINH_TE,7.89,1
23,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,7.44,1
22,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,7.86,1
27,1,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,3.56,1
29,1,TRUNG_CAP_KHAC_NGANH,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,3.67,1
30,1,TRUNG_CAP_CUNG_NGANH,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,8.4,1
26,1,TRUNG_CAP_KHAC_NGANH,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,8.83,1
29,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,7.33,1
28,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,5.11,1
23,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,4,1
25,0,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,Y,KHOI_NGANH_THPT,3.14,1
23,0,CAO_DANG,KE_TOAN,N,KHOA_HOC_XA_HOI_NHAN_VAN,6.88,1
28,1,CAO_DANG,KE_TOAN,N,KHOA_HOC_TU_NHIEN,7.4,1
30,0,VAN_BANG_HAI,KE_TOAN,N,KHOA_HOC_XA_HOI_NHAN_VAN,8.88,1
32,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,N,NGOAI_NGU,5.9,1
33,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,7.09,1
26,0,VAN_BANG_HAI,TAI_CHINH_NGAN_HANG,N,KHOA_HOC_TU_NHIEN,4.4,1
24,1,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_THPT,2.67,1
23,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,2.6,1
23,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,6.64,1
40,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,4.14,1
30,1,TRUNG_CAP_CUNG_NGANH,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,7.83,1
28,0,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,Y,KHOI_NGANH_THPT,3.57,1
30,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,5.67,1
38,1,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,Y,KHOI_NGANH_CHUA_BIET,5.47,1
30,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,7.22,1
24,0,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,NGOAI_NGU,2.67,1
21,0,TRUNG_HOC_PHO_THONG,KE_TOAN,N,KHOI_NGANH_THPT,6.67,1
25,1,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,6,1
39,1,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,1,1
29,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,5.67,1
28,1,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,6.5,1
23,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KINH_TE,6.62,1
29,0,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,N,KINH_TE,5,1
24,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,5.85,1
29,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,3.44,1
24,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,6.44,1
24,1,TRUNG_CAP_CUNG_NGANH,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,3.17,1
25,0,CAO_DANG,KE_TOAN,Y,KHOA_HOC_XA_HOI_NHAN_VAN,6.13,1
26,0,VAN_BANG_HAI,TAI_CHINH_NGAN_HANG,N,KHOA_HOC_XA_HOI_NHAN_VAN,8,1
23,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,4.43,1
23,0,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KINH_TE,7.45,1
38,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_XA_HOI_NHAN_VAN,7.44,1
29,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_XA_HOI_NHAN_VAN,2.91,1
28,0,CAO_DANG,KE_TOAN,N,KHOA_HOC_TU_NHIEN,3.2,1
25,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,3.17,1
26,1,VAN_BANG_HAI,TAI_CHINH_NGAN_HANG,N,KHOA_HOC_TU_NHIEN,8.2,1
30,1,CAO_DANG,KE_TOAN,N,KHOA_HOC_TU_NHIEN,9,1
26,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,4.69,1
23,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,3.6,1
25,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,4.46,1
23,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,8.56,1
26,0,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KINH_TE,3.82,1
29,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,5.56,1
23,1,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KHOA_HOC_TU_NHIEN,7.44,1
28,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KHOA_HOC_TU_NHIEN,7.67,1
29,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7.55,1
24,1,TRUNG_CAP_CUNG_NGANH,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,5.5,1
26,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,4,1
23,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,6.78,1
25,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,3.91,1
27,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,4.55,1
25,1,TRUNG_CAP_CUNG_NGANH,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,1.5,1
26,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_CHUA_BIET,6.4,1
25,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,6.64,1
29,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,8.09,1
27,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,3.55,1
24,0,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,7.83,1
29,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,1.27,1
25,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,8.57,1
28,0,VAN_BANG_HAI,KE_TOAN,Y,KHOA_HOC_XA_HOI_NHAN_VAN,7.38,1
28,1,TRUNG_CAP_CUNG_NGANH,TIN_HOC_UNG_DUNG,N,KHOI_NGANH_CHUA_BIET,2.83,1
24,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,6.78,1
23,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,7.44,1
26,0,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,5.94,1
25,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,6.57,1
29,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,6.2,1
26,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,4.83,1
30,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,2.06,1
26,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,8.5,1
26,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,4.35,1
31,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,7,1
26,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,4.82,1
28,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,1.2,1
27,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_CHUA_BIET,7.86,1
30,1,CAO_DANG,KE_TOAN,N,KINH_TE,2.09,1
27,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,5.57,1
26,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,1.77,1
25,0,TRUNG_CAP_CUNG_NGANH,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,4,1
25,0,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_CHUA_BIET,8.43,1
23,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,2.89,1
24,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,0.47,1
36,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_CHUA_BIET,6.8,1
22,1,TRUNG_CAP_CUNG_NGANH,TIN_HOC_UNG_DUNG,N,KHOI_NGANH_CHUA_BIET,5.5,1
29,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,3.44,1
25,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,3.25,1
24,0,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,5.43,0
25,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7.67,0
33,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7.33,0
25,0,VAN_BANG_HAI,TAI_CHINH_NGAN_HANG,Y,KHOA_HOC_TU_NHIEN,7.13,0
27,0,VAN_BANG_HAI,KE_TOAN,Y,KHOA_HOC_TU_NHIEN,3.5,0
29,0,VAN_BANG_HAI,KE_TOAN,Y,KHOA_HOC_XA_HOI_NHAN_VAN,2,0
26,0,VAN_BANG_HAI,KE_TOAN,Y,KHOA_HOC_TU_NHIEN,3.42,0
35,0,VAN_BANG_HAI,KE_TOAN,Y,KHOA_HOC_TU_NHIEN,2.29,0
34,0,VAN_BANG_HAI,KE_TOAN,Y,KHOA_HOC_XA_HOI_NHAN_VAN,4,0
28,0,VAN_BANG_HAI,KE_TOAN,Y,KHOA_HOC_TU_NHIEN,1.05,0
30,1,VAN_BANG_HAI,KE_TOAN,N,KHOA_HOC_TU_NHIEN,0.91,0
34,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,1.1,0
28,1,VAN_BANG_HAI,KE_TOAN,Y,NGOAI_NGU,0.56,0
33,1,DOI_TUONG_KHONG_BIET,QUAN_TRI_KINH_DOANH,Y,NGOAI_NGU,3.33,0
28,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,2.57,0
27,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,1.4,0
26,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KINH_TE,2.67,0
24,1,DOI_TUONG_KHONG_BIET,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_CHUA_BIET,6.6,0
24,0,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KINH_TE,3.12,0
30,0,DOI_TUONG_KHONG_BIET,KE_TOAN,Y,NGOAI_NGU,2.47,0
26,0,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KINH_TE,4.59,0
22,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,3.29,0
25,1,TRUNG_CAP_CUNG_NGANH,TIN_HOC_UNG_DUNG,Y,KHOA_HOC_TU_NHIEN,1.08,0
29,1,TRUNG_CAP_CUNG_NGANH,TIN_HOC_UNG_DUNG,Y,KHOA_HOC_TU_NHIEN,2.55,0
24,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,1.35,0
24,0,CAO_DANG,KE_TOAN,N,KINH_TE,2.39,0
38,1,VAN_BANG_HAI,KE_TOAN,Y,KHOA_HOC_TU_NHIEN,3.67,0
25,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,2.79,0
24,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,5.36,0
25,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,4.55,0
